Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
927,2023-05-25,CUST927,Male,25,Electronics,3,150,450
928,2023-06-30,CUST928,Male,58,Clothing,4,100,400
929,2023-09-22,CUST929,Female,34,Beauty,3,25,75
930,2023-10-13,CUST930,Female,39,Electronics,3,150,450
931,2023-03-03,CUST931,Female,30,Clothing,4,50,200
932,2023-02-18,CUST932,Female,31,Clothing,4,25,100
933,2023-09-04,CUST933,Male,22,Beauty,4,50,200
934,2023-01-16,CUST934,Male,59,Clothing,4,25,100
935,2023-04-23,CUST935,Female,43,Clothing,4,200,800
936,2023-06-13,CUST936,Male,52,Beauty,4,100,400
937,2023-02-18,CUST937,Female,39,Electronics,1,200,200
938,2023-08-31,CUST938,Male,41,Clothing,1,100,100
939,2023-11-25,CUST939,Female,59,Beauty,1,150,150
940,2023-12-22,CUST940,Male,37,Electronics,3,50,150
941,2023-06-29,CUST941,Female,30,Beauty,1,30,30
942,2023-09-19,CUST942,Male,49,Clothing,3,200,600
943,2023-06-27,CUST943,Female,19,Beauty,3,25,75
944,2023-10-02,CUST944,Female,25,Beauty,4,150,600
945,2023-12-28,CUST945,Male,55,Beauty,1,25,25
946,2023-10-16,CUST946,Male,48,Electronics,1,300,300
947,2023-04-21,CUST947,Male,18,Beauty,3,25,75
948,2023-10-04,CUST948,Female,57,Beauty,1,150,150
949,2023-10-04,CUST949,Male,49,Clothing,2,200,400
950,2023-01-07,CUST950,Female,39,Electronics,4,500,2000
951,2023-05-22,CUST951,Male,38,Electronics,1,100,100
952,2023-08-11,CUST952,Male,25,Beauty,2,100,200
953,2023-09-18,CUST953,Male,46,Beauty,1,150,150
954,2023-02-26,CUST954,Female,28,Beauty,1,100,100
955,2023-01-06,CUST955,Male,63,Clothing,4,100,400
956,2023-09-26,CUST956,Female,62,Beauty,3,30,90
957,2023-07-14,CUST957,Male,29,Clothing,2,25,50
958,2023-09-20,CUST958,Male,58,Electronics,3,150,450
959,2023-05-18,CUST959,Male,30,Beauty,1,150,150
960,2023-08-28,CUST960,Male,47,Electronics,2,500,1000
961,2023-04-07,CUST961,Male,27,Electronics,4,200,800
962,2023-02-22,CUST962,Male,21,Clothing,2,100,200
963,2023-06-11,CUST963,Female,20,Beauty,2,25,50
964,2023-02-01,CUST964,Female,50,Beauty,4,30,120
965,2023-08-11,CUST965,Female,30,Electronics,2,150,300
966,2023-10-11,CUST966,Male,24,Beauty,2,100,200
967,2023-05-08,CUST967,Male,48,Clothing,4,25,100
968,2023-02-20,CUST968,Female,29,Clothing,4,50,200
969,2023-09-21,CUST969,Female,35,Beauty,1,30,30
970,2023-09-02,CUST970,Female,26,Beauty,4,100,400
971,2023-05-25,CUST971,Female,32,Electronics,2,300,600
972,2023-10-21,CUST972,Male,54,Electronics,1,100,100
973,2023-05-17,CUST973,Female,31,Clothing,3,150,450
974,2023-01-14,CUST974,Male,33,Clothing,2,200,400
975,2023-11-19,CUST975,Male,54,Electronics,1,200,200
976,2023-01-16,CUST976,Male,45,Clothing,1,150,150
977,2023-06-08,CUST977,Male,53,Electronics,4,500,2000
978,2023-12-05,CUST978,Female,36,Beauty,1,25,25
979,2023-06-10,CUST979,Male,63,Clothing,1,200,200
980,2023-12-15,CUST980,Male,63,Clothing,4,100,400
981,2023-09-01,CUST981,Male,42,Electronics,1,150,150
982,2023-04-25,CUST982,Female,62,Electronics,2,300,600
983,2023-10-03,CUST983,Female,21,Clothing,3,300,900
984,2023-11-04,CUST984,Female,41,Clothing,3,25,75
985,2023-05-21,CUST985,Male,53,Electronics,2,100,200
986,2023-12-08,CUST986,Male,59,Clothing,2,200,400
987,2023-10-25,CUST987,Male,38,Clothing,4,100,400
988,2023-04-03,CUST988,Female,40,Clothing,1,200,200
989,2023-06-18,CUST989,Female,46,Clothing,1,300,300
990,2023-03-29,CUST990,Female,23,Beauty,3,30,90
991,2023-12-03,CUST991,Male,28,Beauty,4,30,120
992,2023-02-07,CUST992,Male,36,Clothing,2,300,600
993,2023-06-14,CUST993,Female,59,Beauty,1,30,30
994,2023-01-26,CUST994,Male,51,Clothing,3,150,450
995,2023-08-26,CUST995,Female,49,Clothing,4,300,1200
996,2023-06-19,CUST996,Male,37,Beauty,2,50,100
997,2023-06-10,CUST997,Male,27,Clothing,2,150,300
998,2023-08-06,CUST998,Female,29,Electronics,2,500,1000
999,2023-02-04,CUST999,Male,38,Clothing,3,150,450
1000,2023-05-07,CUST1000,Male,60,Clothing,2,100,200
